39, State-gov, 77516, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, 0
45, Private, 98092, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, 0
17, Private, 245918, 10, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 12, United-States, 0
59, Private, 146013, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 4064, 0, 40, United-States, 0
26, Private, 378322, 10, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
37, Self-emp-inc, 257295, 7, 10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 75, Thailand, 1
64, Private, 21174, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
33, Private, 185480, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, 0
33, Private, 222205, 8, 9, Married-civ-spouse, Craft-repair, Wife, White, Female, 0, 0, 40, United-States, 1
61, Private, 69867, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
17, Private, 191260, 12, 5, Never-married, Other-service, Own-child, White, Male, 1055, 0, 24, United-States, 0
50, Self-emp-not-inc, 30653, 3, 14, Married-civ-spouse, Farming-fishing, Husband, White, Male, 2407, 0, 98, United-States, 0
27, Local-gov, 209109, 3, 14, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 35, United-States, 0
30, Private, 70377, 8, 9, Divorced, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, 0
43, Private, 477983, 8, 9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, 0
44, Private, 170924, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 40, United-States, 1
35, Private, 190174, 7, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
25, Private, 193787, 7, 10, Never-married, Tech-support, Own-child, White, Female, 0, 0, 40, United-States, 0
24, Private, 279472, 7, 10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 7298, 0, 48, United-States, 1
22, Private, 34918, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 15, Germany, 0
42, Local-gov, 97688, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178, 0, 40, United-States, 1
34, Private, 175413, 6, 12, Divorced, Sales, Unmarried, Black, Female, 0, 0, 45, United-States, 0
60, Private, 173960, 4, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 42, United-States, 0
21, Private, 205759, 8, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, 0
57, Federal-gov, 425161, 3, 14, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 40, United-States, 1
41, Private, 220531, 2, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, 1
50, Private, 176609, 7, 10, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 45, United-States, 0
25, Private, 371987, 4, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
50, Private, 193884, 13, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Ecuador, 0
36, Private, 200352, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, 0
31, Private, 127595, 8, 9, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, 0
29, Local-gov, 220419, 4, 13, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 56, United-States, 0
21, Private, 231931, 7, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 45, United-States, 0
27, Private, 248402, 4, 13, Never-married, Tech-support, Unmarried, Black, Female, 0, 0, 40, United-States, 0
65, Private, 111095, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 16, United-States, 0
37, Self-emp-inc, 57424, 4, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 60, United-States, 0
24, Private, 278130, 8, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, 0
38, Private, 169469, 8, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 80, United-States, 0
48, Private, 146268, 4, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7688, 0, 40, United-States, 1
21, Private, 153718, 7, 10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 25, United-States, 0
31, Private, 217460, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, 1
55, Private, 238638, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 4386, 0, 40, United-States, 1
24, Private, 303296, 7, 10, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female, 0, 0, 40, Laos, 0
43, Private, 173321, 8, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
26, Private, 193945, 6, 12, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 45, United-States, 0
46, Private, 83082, 6, 12, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 33, United-States, 0
35, Private, 193815, 6, 12, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 1
41, Self-emp-inc, 34987, 7, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 54, United-States, 1
26, Private, 59306, 4, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, 0
34, Private, 142897, 3, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 7298, 0, 35, Taiwan, 1
36, Self-emp-not-inc, 205607, 4, 13, Divorced, Prof-specialty, Not-in-family, Black, Female, 0, 0, 40, United-States, 1
22, Private, 199698, 7, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 15, United-States, 0
24, Private, 191954, 7, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, 0
77, Self-emp-not-inc, 138714, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, 0
22, Private, 399087, 14, 3, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female, 0, 0, 40, Mexico, 0
29, Private, 423158, 7, 10, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, 0
62, Private, 159841, 8, 9, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 24, United-States, 0
39, Self-emp-not-inc, 174308, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 0
43, Private, 50356, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1485, 50, United-States, 0
35, Private, 186110, 8, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 45, United-States, 0
29, Private, 200381, 10, 7, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
76, Self-emp-not-inc, 174309, 3, 14, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 10, United-States, 0
63, Self-emp-not-inc, 78383, 8, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, 0
43, Private, 187728, 7, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1887, 50, United-States, 1
58, Self-emp-not-inc, 321171, 8, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, 0
66, Private, 127921, 8, 9, Never-married, Transport-moving, Not-in-family, White, Male, 2050, 0, 55, United-States, 0
41, Private, 206565, 7, 10, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 45, United-States, 0
26, Private, 224563, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, 0
47, Private, 178686, 5, 11, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, 0
55, Local-gov, 98545, 11, 6, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 0
53, Private, 242606, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, 0
17, Private, 270942, 14, 3, Never-married, Other-service, Other-relative, White, Male, 0, 0, 48, Mexico, 0
30, Private, 94235, 8, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, 0
49, Private, 71195, 3, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, 0
19, Private, 104112, 8, 9, Never-married, Sales, Unmarried, Black, Male, 0, 0, 30, Haiti, 0
45, Private, 261192, 8, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, United-States, 0
26, Private, 94936, 6, 12, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, 0
38, Private, 296478, 5, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 40, United-States, 1
36, State-gov, 119272, 8, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 7298, 0, 40, United-States, 1
33, Private, 85043, 8, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 20, United-States, 0
22, State-gov, 293364, 7, 10, Never-married, Protective-serv, Own-child, Black, Female, 0, 0, 40, United-States, 0
43, Self-emp-not-inc, 241895, 4, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 42, United-States, 0
56, Private, 101128, 6, 12, Married-spouse-absent, Other-service, Not-in-family, White, Male, 0, 0, 25, Iran, 0
31, Private, 156464, 4, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 25, United-States, 0
33, Private, 117963, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
26, Private, 192262, 8, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, 0
33, Private, 111363, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
46, Local-gov, 329752, 10, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 30, United-States, 0
38, Federal-gov, 95432, 8, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 1
65, Private, 161400, 10, 7, Widowed, Other-service, Unmarried, Other, Male, 0, 0, 40, United-States, 0
40, Private, 96129, 5, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, 1
42, Private, 111949, 8, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 35, United-States, 0
26, Self-emp-not-inc, 117125, 12, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Portugal, 0
36, Private, 348022, 11, 6, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 24, United-States, 0
62, Private, 270092, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 1
43, Private, 180609, 4, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, 0
43, Private, 174575, 4, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 1564, 45, United-States, 1
22, Private, 410439, 8, 9, Married-spouse-absent, Sales, Not-in-family, White, Male, 0, 0, 55, United-States, 0
28, Private, 92262, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
56, Self-emp-not-inc, 183081, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, 0
22, Private, 362589, 6, 12, Never-married, Sales, Not-in-family, White, Female, 0, 0, 15, United-States, 0
57, Private, 212448, 4, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, 1
39, Private, 481060, 8, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States, 0
26, Federal-gov, 185885, 7, 10, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 15, United-States, 0
17, Private, 89821, 10, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 10, United-States, 0
40, State-gov, 184018, 5, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 38, United-States, 1
45, Private, 256649, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, 0
44, Private, 160323, 8, 9, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, 0
20, Local-gov, 350845, 7, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 10, United-States, 0
33, Private, 267404, 8, 9, Married-civ-spouse, Craft-repair, Wife, White, Female, 0, 0, 40, United-States, 0
23, Private, 35633, 7, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, 0
46, Self-emp-not-inc, 80914, 3, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 30, United-States, 0
38, Private, 172927, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, 0
54, Private, 174319, 8, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, 0
46, Private, 214955, 14, 3, Divorced, Craft-repair, Not-in-family, White, Female, 0, 2339, 45, United-States, 0
25, Private, 344991, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
46, Private, 108699, 7, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, 0
36, Local-gov, 117312, 7, 10, Married-civ-spouse, Transport-moving, Wife, White, Female, 0, 0, 40, United-States, 0
23, Private, 396099, 8, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States, 0
29, Private, 134152, 8, 9, Separated, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, 0
44, Private, 162028, 7, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 2415, 6, United-States, 1
19, Private, 25429, 7, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 16, United-States, 0
19, Private, 232392, 8, 9, Never-married, Other-service, Other-relative, White, Female, 0, 0, 40, United-States, 0
35, Private, 220098, 8, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, 1
27, Private, 301302, 4, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, 0
46, Self-emp-not-inc, 277946, 6, 12, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
34, Private, 196164, 8, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, 0
44, Private, 115562, 7, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, 0
45, Private, 96975, 7, 10, Divorced, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States, 0
25, Private, 86872, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, 1
52, Self-emp-inc, 132178, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 1
20, Private, 416103, 7, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, 0
28, Private, 108574, 7, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, 0
50, State-gov, 288353, 4, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, 1
34, Private, 227689, 5, 11, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 64, United-States, 0
28, Private, 166481, 13, 4, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male, 0, 2179, 40, Puerto-Rico, 0
41, Private, 445382, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 65, United-States, 1
28, Private, 110145, 8, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 0
46, Self-emp-not-inc, 317253, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 25, United-States, 0
32, Private, 364657, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 0
41, Local-gov, 42346, 7, 10, Divorced, Other-service, Not-in-family, Black, Female, 0, 0, 24, United-States, 0
24, Private, 241951, 8, 9, Never-married, Handlers-cleaners, Unmarried, Black, Female, 0, 0, 40, United-States, 0
33, Private, 118500, 7, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, 0
46, Private, 188386, 1, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, United-States, 1
31, State-gov, 1033222, 7, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
35, Private, 92440, 9, 8, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, 1
52, Private, 190762, 15, 2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, 0
30, Private, 426017, 10, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 19, United-States, 0
34, Local-gov, 243867, 10, 7, Separated, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, 0
34, State-gov, 240283, 8, 9, Divorced, Transport-moving, Unmarried, White, Female, 0, 0, 40, United-States, 0
20, Private, 61777, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 30, United-States, 0
17, Private, 175024, 10, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 2176, 0, 18, United-States, 0
32, State-gov, 92003, 4, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, 1
29, Private, 188401, 8, 9, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, 0
33, Private, 228528, 11, 6, Never-married, Craft-repair, Unmarried, White, Female, 0, 0, 35, United-States, 0
25, Private, 133373, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, 0
36, Federal-gov, 255191, 3, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 1408, 40, United-States, 0
23, Private, 204653, 8, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 72, Dominican-Republic, 0
63, Self-emp-inc, 222289, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
47, Local-gov, 287480, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 0
40, Self-emp-not-inc, 204116, 4, 13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, 2174, 0, 40, United-States, 0
30, Private, 29662, 6, 12, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 25, United-States, 1
